Zipcode,ZipCodeType,City,State,LocationType
14013,STANDARD,ALABAMA,NY,ACCEPTABLE
14020,STANDARD,BATAVIA,NY,PRIMARY
14020,STANDARD,BUSHVILLE,NY,NOT ACCEPTABLE
14021,PO BOX,BATAVIA,NY,PRIMARY
14024,STANDARD,BLISS,NY,PRIMARY
14025,STANDARD,BOSTON,NY,PRIMARY
14026,STANDARD,BOWMANSVILLE,NY,PRIMARY
14027,PO BOX,BRANT,NY,PRIMARY
14028,STANDARD,BURT,NY,PRIMARY
14029,PO BOX,CENTERVILLE,NY,PRIMARY
14030,STANDARD,CHAFFEE,NY,PRIMARY
14031,STANDARD,CLARENCE,NY,PRIMARY
14032,STANDARD,CLARENCE CENTER,NY,PRIMARY
14032,STANDARD,CLARENCE CTR,NY,ACCEPTABLE
14033,STANDARD,COLDEN,NY,PRIMARY
14034,STANDARD,COLLINS,NY,PRIMARY
14034,STANDARD,HELMUTH,NY,NOT ACCEPTABLE
14035,PO BOX,COLLINS CENTER,NY,PRIMARY
14035,PO BOX,COLLINS CTR,NY,ACCEPTABLE
14036,STANDARD,CORFU,NY,PRIMARY
14036,STANDARD,PEMBROKE,NY,NOT ACCEPTABLE
14037,STANDARD,COWLESVILLE,NY,PRIMARY
14038,PO BOX,CRITTENDEN,NY,PRIMARY
14039,STANDARD,DALE,NY,PRIMARY
14040,STANDARD,DARIEN CENTER,NY,PRIMARY
14041,STANDARD,DAYTON,NY,PRIMARY
14042,STANDARD,DELEVAN,NY,PRIMARY
14043,STANDARD,DEPEW,NY,PRIMARY
14043,STANDARD,CHEEKTOWAGA,NY,NOT ACCEPTABLE
14043,STANDARD,LANCASTER,NY,NOT ACCEPTABLE
14047,STANDARD,DERBY,NY,PRIMARY
14048,STANDARD,DUNKIRK,NY,PRIMARY
14048,STANDARD,VAN BUREN BAY,NY,ACCEPTABLE
14048,STANDARD,CHADWICK BAY,NY,NOT ACCEPTABLE
14051,STANDARD,EAST AMHERST,NY,PRIMARY
14051,STANDARD,SWORMVILLE,NY,ACCEPTABLE
14051,STANDARD,AMHERST,NY,NOT ACCEPTABLE
14051,STANDARD,E AMHERST,NY,NOT ACCEPTABLE
14052,STANDARD,EAST AURORA,NY,PRIMARY
14054,STANDARD,EAST BETHANY,NY,PRIMARY
14054,STANDARD,E BETHANY,NY,NOT ACCEPTABLE
14055,STANDARD,EAST CONCORD,NY,PRIMARY
14055,STANDARD,CONCORD,NY,ACCEPTABLE
14055,STANDARD,E CONCORD,NY,NOT ACCEPTABLE
14056,PO BOX,EAST PEMBROKE,NY,PRIMARY
14056,PO BOX,E PEMBROKE,NY,NOT ACCEPTABLE
14057,STANDARD,EDEN,NY,PRIMARY
14058,STANDARD,ELBA,NY,PRIMARY
14059,STANDARD,ELMA,NY,PRIMARY
14060,STANDARD,FARMERSVILLE STATION,NY,PRIMARY
14060,STANDARD,FARMERSVL STA,NY,ACCEPTABLE
14060,STANDARD,FARMERSVILLE,NY,NOT ACCEPTABLE
14061,PO BOX,FARNHAM,NY,PRIMARY
14062,STANDARD,FORESTVILLE,NY,PRIMARY
14063,STANDARD,FREDONIA,NY,PRIMARY
14065,STANDARD,FREEDOM,NY,PRIMARY
14065,STANDARD,SANDUSKY,NY,ACCEPTABLE
14066,STANDARD,GAINESVILLE,NY,PRIMARY
14067,STANDARD,GASPORT,NY,PRIMARY
14068,STANDARD,GETZVILLE,NY,PRIMARY
14069,STANDARD,GLENWOOD,NY,PRIMARY
14070,STANDARD,GOWANDA,NY,PRIMARY
14072,STANDARD,GRAND ISLAND,NY,PRIMARY
14075,STANDARD,HAMBURG,NY,PRIMARY
14080,STANDARD,HOLLAND,NY,PRIMARY
14081,STANDARD,IRVING,NY,PRIMARY
14082,STANDARD,JAVA CENTER,NY,PRIMARY
14083,STANDARD,JAVA VILLAGE,NY,PRIMARY
14085,STANDARD,LAKE VIEW,NY,PRIMARY
14085,STANDARD,LAKEVIEW,NY,NOT ACCEPTABLE
14086,STANDARD,LANCASTER,NY,PRIMARY
14091,STANDARD,LAWTONS,NY,PRIMARY
14092,STANDARD,LEWISTON,NY,PRIMARY
14092,STANDARD,STELA NIAGARA,NY,ACCEPTABLE
14092,STANDARD,STELLA NIAGARA,NY,ACCEPTABLE
14094,STANDARD,LOCKPORT,NY,PRIMARY
14094,STANDARD,PENDLETON,NY,NOT ACCEPTABLE
14095,PO BOX,LOCKPORT,NY,PRIMARY
14098,STANDARD,LYNDONVILLE,NY,PRIMARY
14101,STANDARD,MACHIAS,NY,PRIMARY
14102,STANDARD,MARILLA,NY,PRIMARY
14103,STANDARD,MEDINA,NY,PRIMARY
14105,STANDARD,MIDDLEPORT,NY,PRIMARY
14105,STANDARD,ROYALTON,NY,NOT ACCEPTABLE
14105,STANDARD,SHELBY,NY,NOT ACCEPTABLE
14107,PO BOX,MODEL CITY,NY,PRIMARY
14108,STANDARD,NEWFANE,NY,PRIMARY
14109,PO BOX,NIAGARA UNIVERSITY,NY,PRIMARY
14109,PO BOX,NIAGARA UNIV,NY,ACCEPTABLE
14110,PO BOX,NORTH BOSTON,NY,PRIMARY
14110,PO BOX,N BOSTON,NY,NOT ACCEPTABLE
14111,STANDARD,NORTH COLLINS,NY,PRIMARY
14111,STANDARD,N COLLINS,NY,NOT ACCEPTABLE
14112,PO BOX,NORTH EVANS,NY,PRIMARY
14112,PO BOX,N EVANS,NY,NOT ACCEPTABLE
14113,STANDARD,NORTH JAVA,NY,PRIMARY
14113,STANDARD,N JAVA,NY,NOT ACCEPTABLE
14120,STANDARD,NORTH TONAWANDA,NY,PRIMARY
14120,STANDARD,N TONAWANDA,NY,ACCEPTABLE
14120,STANDARD,NO TONAWANDA,NY,NOT ACCEPTABLE
14120,STANDARD,PENDLETON,NY,NOT ACCEPTABLE
14120,STANDARD,WHEATFIELD,NY,NOT ACCEPTABLE
14125,STANDARD,OAKFIELD,NY,PRIMARY
14125,STANDARD,EAST OAKFIELD,NY,NOT ACCEPTABLE
14126,PO BOX,OLCOTT,NY,PRIMARY
14127,STANDARD,ORCHARD PARK,NY,PRIMARY
14129,STANDARD,PERRYSBURG,NY,PRIMARY
14130,PO BOX,PIKE,NY,PRIMARY
14131,STANDARD,RANSOMVILLE,NY,PRIMARY
14132,STANDARD,SANBORN,NY,PRIMARY
14132,STANDARD,PENDLETON,NY,NOT ACCEPTABLE
14133,PO BOX,SANDUSKY,NY,PRIMARY
14134,STANDARD,SARDINIA,NY,PRIMARY
14135,PO BOX,SHERIDAN,NY,PRIMARY
14136,STANDARD,SILVER CREEK,NY,PRIMARY
14138,STANDARD,SOUTH DAYTON,NY,PRIMARY
14138,STANDARD,S DAYTON,NY,NOT ACCEPTABLE
14139,STANDARD,SOUTH WALES,NY,PRIMARY
14139,STANDARD,S WALES,NY,NOT ACCEPTABLE
14140,PO BOX,SPRING BROOK,NY,PRIMARY
14140,PO BOX,SPRINGBROOK,NY,NOT ACCEPTABLE
14141,STANDARD,SPRINGVILLE,NY,PRIMARY
14143,STANDARD,STAFFORD,NY,PRIMARY
14144,PO BOX,STELLA NIAGARA,NY,PRIMARY
14144,PO BOX,STELA NIAGARA,NY,ACCEPTABLE
14145,STANDARD,STRYKERSVILLE,NY,PRIMARY
14145,STANDARD,SHELDON,NY,NOT ACCEPTABLE
14150,STANDARD,TONAWANDA,NY,PRIMARY
14151,PO BOX,TONAWANDA,NY,PRIMARY
14166,PO BOX,VAN BUREN POINT,NY,PRIMARY
14166,PO BOX,DUNKIRK,NY,ACCEPTABLE
14166,PO BOX,VAN BUREN PT,NY,ACCEPTABLE
14166,PO BOX,VAN BUREN BAY,NY,NOT ACCEPTABLE
14167,STANDARD,VARYSBURG,NY,PRIMARY
14168,PO BOX,VERSAILLES,NY,PRIMARY
14169,PO BOX,WALES CENTER,NY,PRIMARY
14170,STANDARD,WEST FALLS,NY,PRIMARY
14170,STANDARD,W FALLS,NY,NOT ACCEPTABLE
14171,STANDARD,WEST VALLEY,NY,PRIMARY
14171,STANDARD,W VALLEY,NY,NOT ACCEPTABLE
14172,STANDARD,WILSON,NY,PRIMARY
14173,PO BOX,YORKSHIRE,NY,PRIMARY
14174,STANDARD,YOUNGSTOWN,NY,PRIMARY
14201,STANDARD,BUFFALO,NY,PRIMARY
14202,STANDARD,BUFFALO,NY,PRIMARY
14203,STANDARD,BUFFALO,NY,PRIMARY
14204,STANDARD,BUFFALO,NY,PRIMARY
14205,PO BOX,BUFFALO,NY,PRIMARY
14206,STANDARD,BUFFALO,NY,PRIMARY
14206,STANDARD,CHEEKTOWAGA,NY,ACCEPTABLE
14206,STANDARD,WEST SENECA,NY,ACCEPTABLE
14207,STANDARD,BUFFALO,NY,PRIMARY
14207,STANDARD,TOWN OF TONAWANDA,NY,NOT ACCEPTABLE
14208,STANDARD,BUFFALO,NY,PRIMARY
14209,STANDARD,BUFFALO,NY,PRIMARY
14210,STANDARD,BUFFALO,NY,PRIMARY
14210,STANDARD,WEST SENECA,NY,ACCEPTABLE
14210,STANDARD,W SENECA,NY,NOT ACCEPTABLE
14211,STANDARD,BUFFALO,NY,PRIMARY
14211,STANDARD,CHEEKTOWAGA,NY,NOT ACCEPTABLE
14212,STANDARD,BUFFALO,NY,PRIMARY
14212,STANDARD,SLOAN,NY,ACCEPTABLE
14212,STANDARD,CHEEKTOWAGA,NY,NOT ACCEPTABLE
14213,STANDARD,BUFFALO,NY,PRIMARY
14214,STANDARD,BUFFALO,NY,PRIMARY
14214,STANDARD,UNIVERSITY BUFFALO,NY,NOT ACCEPTABLE
14215,STANDARD,BUFFALO,NY,PRIMARY
14215,STANDARD,CHEEKTOWAGA,NY,ACCEPTABLE
14215,STANDARD,SNYDER,NY,ACCEPTABLE
14216,STANDARD,BUFFALO,NY,PRIMARY
14217,STANDARD,BUFFALO,NY,PRIMARY
14217,STANDARD,KENMORE,NY,ACCEPTABLE
14217,STANDARD,TN OF TONA,NY,ACCEPTABLE
14217,STANDARD,TONAWANDA,NY,ACCEPTABLE
14217,STANDARD,TOWN OF TONAWANDA,NY,ACCEPTABLE
14218,STANDARD,BUFFALO,NY,PRIMARY
14218,STANDARD,LACKAWANNA,NY,ACCEPTABLE
14218,STANDARD,WEST SENECA,NY,ACCEPTABLE
14218,STANDARD,W SENECA,NY,NOT ACCEPTABLE
14219,STANDARD,BUFFALO,NY,PRIMARY
14219,STANDARD,BLASDELL,NY,ACCEPTABLE
14219,STANDARD,HAMBURG,NY,NOT ACCEPTABLE
14220,STANDARD,BUFFALO,NY,PRIMARY
14220,STANDARD,W SENECA,NY,NOT ACCEPTABLE
14220,STANDARD,WEST SENECA,NY,NOT ACCEPTABLE
14221,STANDARD,BUFFALO,NY,PRIMARY
14221,STANDARD,AMHERST,NY,ACCEPTABLE
14221,STANDARD,WILLIAMSVILLE,NY,ACCEPTABLE
14221,STANDARD,CLARENCE,NY,NOT ACCEPTABLE
14222,STANDARD,BUFFALO,NY,PRIMARY
14223,STANDARD,BUFFALO,NY,PRIMARY
14223,STANDARD,KENMORE,NY,ACCEPTABLE
14223,STANDARD,TN OF TONA,NY,ACCEPTABLE
14223,STANDARD,TONAWANDA,NY,ACCEPTABLE
14223,STANDARD,TOWN OF TONAWANDA,NY,ACCEPTABLE
14223,STANDARD,HILER,NY,NOT ACCEPTABLE
14224,STANDARD,BUFFALO,NY,PRIMARY
14224,STANDARD,WEST SENECA,NY,ACCEPTABLE
14225,STANDARD,BUFFALO,NY,PRIMARY
14225,STANDARD,CHEEKTOWAGA,NY,ACCEPTABLE
14226,STANDARD,BUFFALO,NY,PRIMARY
14226,STANDARD,AMHERST,NY,ACCEPTABLE
14226,STANDARD,EGGERTSVILLE,NY,ACCEPTABLE
14226,STANDARD,SNYDER,NY,ACCEPTABLE
14226,STANDARD,SNYDER SQUARE,NY,NOT ACCEPTABLE
14227,STANDARD,BUFFALO,NY,PRIMARY
14227,STANDARD,CHEEKTOWAGA,NY,ACCEPTABLE
14227,STANDARD,S CHEEK,NY,ACCEPTABLE
14227,STANDARD,SOUTH CHEEKTOWAGA,NY,ACCEPTABLE
14227,STANDARD,S CHEEKTOWAGA,NY,NOT ACCEPTABLE
14228,STANDARD,BUFFALO,NY,PRIMARY
14228,STANDARD,AMHERST,NY,ACCEPTABLE
14228,STANDARD,W AMHERST,NY,ACCEPTABLE
14228,STANDARD,WEST AMHERST,NY,ACCEPTABLE
14231,PO BOX,BUFFALO,NY,PRIMARY
14231,PO BOX,WILLIAMSVILLE,NY,ACCEPTABLE
14231,PO BOX,BFLO,NY,NOT ACCEPTABLE
14233,UNIQUE,BUFFALO,NY,PRIMARY
14233,UNIQUE,JINGO,NY,NOT ACCEPTABLE
14240,PO BOX,BUFFALO,NY,PRIMARY
14241,UNIQUE,BUFFALO,NY,PRIMARY
14241,UNIQUE,BFLO,NY,NOT ACCEPTABLE
14241,UNIQUE,BUFFALO AIRPORT RETAIL,NY,NOT ACCEPTABLE
14241,UNIQUE,USPS BUFFALO AMF,NY,NOT ACCEPTABLE
14260,UNIQUE,BUFFALO,NY,PRIMARY
14260,UNIQUE,AMHERST,NY,ACCEPTABLE
14260,UNIQUE,UNIVERSITY AT BUFFALO,NY,NOT ACCEPTABLE
14260,UNIQUE,UNIVERSITY BUFFALO,NY,NOT ACCEPTABLE
14261,UNIQUE,BUFFALO,NY,PRIMARY
14261,UNIQUE,AMHERST,NY,ACCEPTABLE
14261,UNIQUE,UNIVERSITY AT BUFFALO,NY,NOT ACCEPTABLE
14261,UNIQUE,UNIVERSITY BUFFALO,NY,NOT ACCEPTABLE
14263,UNIQUE,BUFFALO,NY,PRIMARY
14263,UNIQUE,ROSWELL PARK MEMORIAL INSTIT,NY,NOT ACCEPTABLE
14264,UNIQUE,BUFFALO,NY,PRIMARY
14264,UNIQUE,NAT FUEL GAS CO,NY,NOT ACCEPTABLE
14265,UNIQUE,BUFFALO,NY,PRIMARY
14265,UNIQUE,IND ORDER OF FORESTERS,NY,NOT ACCEPTABLE
14267,UNIQUE,BUFFALO,NY,PRIMARY
14267,UNIQUE,M AND T BANK,NY,NOT ACCEPTABLE
14269,UNIQUE,BUFFALO,NY,PRIMARY
14269,UNIQUE,HARLEQUIN BOOKS,NY,NOT ACCEPTABLE
14270,UNIQUE,BUFFALO,NY,PRIMARY
14270,UNIQUE,HSBC BANK,NY,NOT ACCEPTABLE
14270,UNIQUE,MARINE MIDLAND,NY,NOT ACCEPTABLE
14272,UNIQUE,BUFFALO,NY,PRIMARY
14272,UNIQUE,SILHOUETTE BOOKS,NY,NOT ACCEPTABLE
14273,UNIQUE,BUFFALO,NY,PRIMARY
14273,UNIQUE,BFLO,NY,NOT ACCEPTABLE
14273,UNIQUE,HSBC ATRIUM,NY,NOT ACCEPTABLE
14273,UNIQUE,HSBC BANK,NY,NOT ACCEPTABLE
14276,UNIQUE,BUFFALO,NY,PRIMARY
14276,UNIQUE,SCOREBALL,NY,NOT ACCEPTABLE
14280,STANDARD,BUFFALO,NY,PRIMARY
14280,STANDARD,FIRM ZIP CODES,NY,NOT ACCEPTABLE
14301,STANDARD,NIAGARA FALLS,NY,PRIMARY
14301,STANDARD,N FALLS,NY,NOT ACCEPTABLE
14302,PO BOX,NIAGARA FALLS,NY,PRIMARY
14302,PO BOX,N FALLS,NY,NOT ACCEPTABLE
14303,STANDARD,NIAGARA FALLS,NY,PRIMARY
14303,STANDARD,N FALLS,NY,NOT ACCEPTABLE
14304,STANDARD,NIAGARA FALLS,NY,PRIMARY
14304,STANDARD,N FALLS,NY,NOT ACCEPTABLE
14304,STANDARD,WHEATFIELD,NY,NOT ACCEPTABLE
14305,STANDARD,NIAGARA FALLS,NY,PRIMARY
14305,STANDARD,N FALLS,NY,NOT ACCEPTABLE
14410,PO BOX,ADAMS BASIN,NY,PRIMARY
14411,STANDARD,ALBION,NY,PRIMARY
14411,STANDARD,EAGLE HARBOR,NY,ACCEPTABLE
14413,PO BOX,ALTON,NY,PRIMARY
14414,STANDARD,AVON,NY,PRIMARY
14415,STANDARD,BELLONA,NY,PRIMARY
14416,STANDARD,BERGEN,NY,PRIMARY
14418,STANDARD,BRANCHPORT,NY,PRIMARY
14420,STANDARD,BROCKPORT,NY,PRIMARY
14422,STANDARD,BYRON,NY,PRIMARY
14423,STANDARD,CALEDONIA,NY,PRIMARY
14424,STANDARD,CANANDAIGUA,NY,PRIMARY
14425,STANDARD,FARMINGTON,NY,PRIMARY
14425,STANDARD,CANANDAIGUA,NY,ACCEPTABLE
14427,STANDARD,CASTILE,NY,PRIMARY
14428,STANDARD,CHURCHVILLE,NY,PRIMARY
14428,STANDARD,CLIFTON,NY,ACCEPTABLE
14429,PO BOX,CLARENDON,NY,PRIMARY
14430,PO BOX,CLARKSON,NY,PRIMARY
14432,STANDARD,CLIFTON SPRINGS,NY,PRIMARY
14432,STANDARD,CLIFTON SPGS,NY,ACCEPTABLE
14433,STANDARD,CLYDE,NY,PRIMARY
14435,STANDARD,CONESUS,NY,PRIMARY
14437,STANDARD,DANSVILLE,NY,PRIMARY
14441,STANDARD,DRESDEN,NY,PRIMARY
14443,PO BOX,EAST BLOOMFIELD,NY,PRIMARY
14443,PO BOX,E BLOOMFIELD,NY,ACCEPTABLE
14445,STANDARD,EAST ROCHESTER,NY,PRIMARY
14445,STANDARD,E ROCHESTER,NY,ACCEPTABLE
14449,PO BOX,EAST WILLIAMSON,NY,PRIMARY
14449,PO BOX,E WILLIAMSON,NY,ACCEPTABLE
14450,STANDARD,FAIRPORT,NY,PRIMARY
14452,PO BOX,FANCHER,NY,PRIMARY
14453,PO BOX,FISHERS,NY,PRIMARY
14454,STANDARD,GENESEO,NY,PRIMARY
14456,STANDARD,GENEVA,NY,PRIMARY
14461,PO BOX,GORHAM,NY,PRIMARY
14462,STANDARD,GROVELAND,NY,PRIMARY
14463,PO BOX,HALL,NY,PRIMARY
14464,STANDARD,HAMLIN,NY,PRIMARY
14466,STANDARD,HEMLOCK,NY,PRIMARY
14467,STANDARD,HENRIETTA,NY,PRIMARY
14468,STANDARD,HILTON,NY,PRIMARY
14469,STANDARD,BLOOMFIELD,NY,PRIMARY
14469,STANDARD,E BLOOMFIELD,NY,NOT ACCEPTABLE
14469,STANDARD,EAST BLOOMFIELD,NY,NOT ACCEPTABLE
14469,STANDARD,HOLCOMB,NY,NOT ACCEPTABLE
14470,STANDARD,HOLLEY,NY,PRIMARY
14470,STANDARD,HULBERTON,NY,ACCEPTABLE
14471,STANDARD,HONEOYE,NY,PRIMARY
14472,STANDARD,HONEOYE FALLS,NY,PRIMARY
14475,STANDARD,IONIA,NY,PRIMARY
14476,STANDARD,KENDALL,NY,PRIMARY
14477,STANDARD,KENT,NY,PRIMARY
14478,STANDARD,KEUKA PARK,NY,PRIMARY
14478,STANDARD,BLUFF POINT,NY,ACCEPTABLE
14479,STANDARD,KNOWLESVILLE,NY,PRIMARY
14480,STANDARD,LAKEVILLE,NY,PRIMARY
14481,STANDARD,LEICESTER,NY,PRIMARY
14482,STANDARD,LE ROY,NY,PRIMARY
14482,STANDARD,LEROY,NY,NOT ACCEPTABLE
14485,STANDARD,LIMA,NY,PRIMARY
14486,STANDARD,LINWOOD,NY,PRIMARY
14487,STANDARD,LIVONIA,NY,PRIMARY
14488,PO BOX,LIVONIA CENTER,NY,PRIMARY
14488,PO BOX,LIVONIA CTR,NY,ACCEPTABLE
14489,STANDARD,LYONS,NY,PRIMARY
14502,STANDARD,MACEDON,NY,PRIMARY
14504,STANDARD,MANCHESTER,NY,PRIMARY
14505,STANDARD,MARION,NY,PRIMARY
14506,STANDARD,MENDON,NY,PRIMARY
14507,STANDARD,MIDDLESEX,NY,PRIMARY
14508,PO BOX,MORTON,NY,PRIMARY
14510,STANDARD,MOUNT MORRIS,NY,PRIMARY
14510,STANDARD,TUSCARORA,NY,ACCEPTABLE
14511,PO BOX,MUMFORD,NY,PRIMARY
14512,STANDARD,NAPLES,NY,PRIMARY
14513,STANDARD,NEWARK,NY,PRIMARY
14513,STANDARD,EAST PALMYRA,NY,ACCEPTABLE
14514,STANDARD,NORTH CHILI,NY,PRIMARY
14515,PO BOX,NORTH GREECE,NY,PRIMARY
14516,STANDARD,NORTH ROSE,NY,PRIMARY
14517,STANDARD,NUNDA,NY,PRIMARY
14518,PO BOX,OAKS CORNERS,NY,PRIMARY
14519,STANDARD,ONTARIO,NY,PRIMARY
14520,PO BOX,ONTARIO CENTER,NY,PRIMARY
14520,PO BOX,ONTARIO CTR,NY,ACCEPTABLE
14521,STANDARD,OVID,NY,PRIMARY
14521,STANDARD,HAYT CORNERS,NY,ACCEPTABLE
14522,STANDARD,PALMYRA,NY,PRIMARY
14525,STANDARD,PAVILION,NY,PRIMARY
14526,STANDARD,PENFIELD,NY,PRIMARY
14527,STANDARD,PENN YAN,NY,PRIMARY
14529,PO BOX,PERKINSVILLE,NY,PRIMARY
14530,STANDARD,PERRY,NY,PRIMARY
14532,STANDARD,PHELPS,NY,PRIMARY
14532,STANDARD,WEST JUNIUS,NY,NOT ACCEPTABLE
14533,STANDARD,PIFFARD,NY,PRIMARY
14533,STANDARD,WADSWORTH,NY,ACCEPTABLE
14534,STANDARD,PITTSFORD,NY,PRIMARY
14536,STANDARD,PORTAGEVILLE,NY,PRIMARY
14536,STANDARD,ROSSBURG,NY,ACCEPTABLE
14537,PO BOX,PORT GIBSON,NY,PRIMARY
14538,PO BOX,PULTNEYVILLE,NY,PRIMARY
14539,PO BOX,RETSOF,NY,PRIMARY
14541,STANDARD,ROMULUS,NY,PRIMARY
14541,STANDARD,MAC DOUGALL,NY,ACCEPTABLE
14542,PO BOX,ROSE,NY,PRIMARY
14543,STANDARD,RUSH,NY,PRIMARY
14543,STANDARD,INDUSTRY,NY,ACCEPTABLE
14543,STANDARD,WEST RUSH,NY,ACCEPTABLE
14544,STANDARD,RUSHVILLE,NY,PRIMARY
14545,STANDARD,SCOTTSBURG,NY,PRIMARY
14545,STANDARD,GROVELAND,NY,ACCEPTABLE
14546,STANDARD,SCOTTSVILLE,NY,PRIMARY
14546,STANDARD,WHEATLAND,NY,NOT ACCEPTABLE
14547,PO BOX,SENECA CASTLE,NY,PRIMARY
14548,STANDARD,SHORTSVILLE,NY,PRIMARY
14549,PO BOX,SILVER LAKE,NY,PRIMARY
14550,STANDARD,SILVER SPRINGS,NY,PRIMARY
14550,STANDARD,ROCK GLEN,NY,ACCEPTABLE
14550,STANDARD,SILVER SPGS,NY,ACCEPTABLE
14551,STANDARD,SODUS,NY,PRIMARY
14551,STANDARD,SODUS CENTER,NY,ACCEPTABLE
14555,STANDARD,SODUS POINT,NY,PRIMARY
14556,PO BOX,SONYEA,NY,PRIMARY
14557,PO BOX,SOUTH BYRON,NY,PRIMARY
14558,PO BOX,SOUTH LIMA,NY,PRIMARY
14559,STANDARD,SPENCERPORT,NY,PRIMARY
14559,STANDARD,OGDEN,NY,NOT ACCEPTABLE
14560,STANDARD,SPRINGWATER,NY,PRIMARY
14560,STANDARD,WEBSTER CROSSING,NY,ACCEPTABLE
14560,STANDARD,WEBSTER CRSNG,NY,ACCEPTABLE
14561,STANDARD,STANLEY,NY,PRIMARY
14563,PO BOX,UNION HILL,NY,PRIMARY
14564,STANDARD,VICTOR,NY,PRIMARY
14568,STANDARD,WALWORTH,NY,PRIMARY
14569,STANDARD,WARSAW,NY,PRIMARY
14571,STANDARD,WATERPORT,NY,PRIMARY
14572,STANDARD,WAYLAND,NY,PRIMARY
14580,STANDARD,WEBSTER,NY,PRIMARY
14585,STANDARD,WEST BLOOMFIELD,NY,PRIMARY
14585,STANDARD,W BLOOMFIELD,NY,ACCEPTABLE
14586,STANDARD,WEST HENRIETTA,NY,PRIMARY
14586,STANDARD,W HENRIETTA,NY,ACCEPTABLE
14588,PO BOX,WILLARD,NY,PRIMARY
14589,STANDARD,WILLIAMSON,NY,PRIMARY
14590,STANDARD,WOLCOTT,NY,PRIMARY
14591,STANDARD,WYOMING,NY,PRIMARY
14592,PO BOX,YORK,NY,PRIMARY
14602,PO BOX,ROCHESTER,NY,PRIMARY
14603,STANDARD,ROCHESTER,NY,PRIMARY
14604,STANDARD,ROCHESTER,NY,PRIMARY
14605,STANDARD,ROCHESTER,NY,PRIMARY
14606,STANDARD,ROCHESTER,NY,PRIMARY
14606,STANDARD,GATES,NY,ACCEPTABLE
14607,STANDARD,ROCHESTER,NY,PRIMARY
14608,STANDARD,ROCHESTER,NY,PRIMARY
14609,STANDARD,ROCHESTER,NY,PRIMARY
14609,STANDARD,IRONDEQUOIT,NY,ACCEPTABLE
14610,STANDARD,ROCHESTER,NY,PRIMARY
14610,STANDARD,BRIGHTON,NY,ACCEPTABLE
14611,STANDARD,ROCHESTER,NY,PRIMARY
14612,STANDARD,ROCHESTER,NY,PRIMARY
14612,STANDARD,GREECE,NY,ACCEPTABLE
14613,STANDARD,ROCHESTER,NY,PRIMARY
14614,STANDARD,ROCHESTER,NY,PRIMARY
14615,STANDARD,ROCHESTER,NY,PRIMARY
14615,STANDARD,GREECE,NY,ACCEPTABLE
14616,STANDARD,ROCHESTER,NY,PRIMARY
14616,STANDARD,GREECE,NY,ACCEPTABLE
14617,STANDARD,ROCHESTER,NY,PRIMARY
14617,STANDARD,IRONDEQUOIT,NY,ACCEPTABLE
14618,STANDARD,ROCHESTER,NY,PRIMARY
14618,STANDARD,LOEHMANNS PLAZA,NY,ACCEPTABLE
14618,STANDARD,LOEHMANNS PLZ,NY,ACCEPTABLE
14619,STANDARD,ROCHESTER,NY,PRIMARY
14620,STANDARD,ROCHESTER,NY,PRIMARY
14620,STANDARD,BRIGHTON,NY,ACCEPTABLE
14621,STANDARD,ROCHESTER,NY,PRIMARY
14621,STANDARD,IRONDEQUOIT,NY,NOT ACCEPTABLE
14622,STANDARD,ROCHESTER,NY,PRIMARY
14622,STANDARD,IRONDEQUOIT,NY,ACCEPTABLE
14623,STANDARD,ROCHESTER,NY,PRIMARY
14624,STANDARD,ROCHESTER,NY,PRIMARY
14624,STANDARD,GATES,NY,ACCEPTABLE
14624,STANDARD,WESTGATE,NY,ACCEPTABLE
14625,STANDARD,ROCHESTER,NY,PRIMARY
14625,STANDARD,PANORAMA,NY,ACCEPTABLE
14626,STANDARD,ROCHESTER,NY,PRIMARY
14626,STANDARD,GREECE,NY,ACCEPTABLE
14626,STANDARD,RIDGEMONT,NY,ACCEPTABLE
14627,PO BOX,ROCHESTER,NY,PRIMARY
14638,UNIQUE,ROCHESTER,NY,PRIMARY
14638,UNIQUE,BANK OF AMERICA,NY,NOT ACCEPTABLE
14639,UNIQUE,ROCHESTER,NY,PRIMARY
14639,UNIQUE,HSBC,NY,NOT ACCEPTABLE
14642,UNIQUE,ROCHESTER,NY,PRIMARY
14642,UNIQUE,STRONG MEMORIAL HOSPITAL,NY,NOT ACCEPTABLE
14643,UNIQUE,ROCHESTER,NY,PRIMARY
14643,UNIQUE,JP MORGAN BANK,NY,NOT ACCEPTABLE
14644,UNIQUE,ROCHESTER,NY,PRIMARY
14644,UNIQUE,XEROX,NY,NOT ACCEPTABLE
14645,UNIQUE,ROCHESTER,NY,PRIMARY
14645,UNIQUE,MCCURDY'S,NY,NOT ACCEPTABLE
14646,UNIQUE,ROCHESTER,NY,PRIMARY
14646,UNIQUE,FRONTIER,NY,NOT ACCEPTABLE
14647,UNIQUE,ROCHESTER,NY,PRIMARY
14647,UNIQUE,EXCELLUS BCBS,NY,NOT ACCEPTABLE
14649,UNIQUE,ROCHESTER,NY,PRIMARY
14649,UNIQUE,ROCH GAS & ELEC CORP,NY,NOT ACCEPTABLE
14650,UNIQUE,ROCHESTER,NY,PRIMARY
14650,UNIQUE,KODAK OFFICE,NY,NOT ACCEPTABLE
14651,UNIQUE,ROCHESTER,NY,PRIMARY
