Zipcode,ZipCodeType,City,State,LocationType
72113,STANDARD,NLR,AR,NOT ACCEPTABLE
72113,STANDARD,NO LITTLE ROCK,AR,NOT ACCEPTABLE
72114,STANDARD,NORTH LITTLE ROCK,AR,PRIMARY
72114,STANDARD,N LITTLE ROCK,AR,ACCEPTABLE
72114,STANDARD,N L R,AR,NOT ACCEPTABLE
72114,STANDARD,NLR,AR,NOT ACCEPTABLE
72114,STANDARD,NO LITTLE ROCK,AR,NOT ACCEPTABLE
72114,STANDARD,VETERANS ADMIN FAC,AR,NOT ACCEPTABLE
72114,STANDARD,VETERANS ADMIN. FAC.,AR,NOT ACCEPTABLE
72114,STANDARD,VETERANS ADMINISTRATION FACI,AR,NOT ACCEPTABLE
72115,PO BOX,NORTH LITTLE ROCK,AR,PRIMARY
72115,PO BOX,N LITTLE ROCK,AR,ACCEPTABLE
72115,PO BOX,NO LITTLE ROCK,AR,NOT ACCEPTABLE
72116,STANDARD,NORTH LITTLE ROCK,AR,PRIMARY
72116,STANDARD,N LITTLE ROCK,AR,ACCEPTABLE
72116,STANDARD,N L R,AR,NOT ACCEPTABLE
72116,STANDARD,N LR,AR,NOT ACCEPTABLE
72116,STANDARD,NLR,AR,NOT ACCEPTABLE
72116,STANDARD,NO LITTLE ROCK,AR,NOT ACCEPTABLE
72117,STANDARD,NORTH LITTLE ROCK,AR,PRIMARY
72117,STANDARD,N LITTLE ROCK,AR,ACCEPTABLE
72117,STANDARD,BAUCUM,AR,NOT ACCEPTABLE
72117,STANDARD,BOOKER,AR,NOT ACCEPTABLE
72117,STANDARD,GALLOWAY,AR,NOT ACCEPTABLE
72117,STANDARD,MARCHE,AR,NOT ACCEPTABLE
72117,STANDARD,MCALMONT,AR,NOT ACCEPTABLE
72117,STANDARD,N L R,AR,NOT ACCEPTABLE
72117,STANDARD,N LR,AR,NOT ACCEPTABLE
72117,STANDARD,NLR,AR,NOT ACCEPTABLE
72117,STANDARD,NO LITTLE ROCK,AR,NOT ACCEPTABLE
72117,STANDARD,RIXEY,AR,NOT ACCEPTABLE
72118,STANDARD,NORTH LITTLE ROCK,AR,PRIMARY
72118,STANDARD,N LITTLE ROCK,AR,ACCEPTABLE
72118,STANDARD,BLUE HILL,AR,NOT ACCEPTABLE
72118,STANDARD,CRYSTAL HILL,AR,NOT ACCEPTABLE
72118,STANDARD,JEFFERY,AR,NOT ACCEPTABLE
72118,STANDARD,MAUMELLE,AR,NOT ACCEPTABLE
72118,STANDARD,N L R,AR,NOT ACCEPTABLE
72118,STANDARD,N LR,AR,NOT ACCEPTABLE
72118,STANDARD,NLR,AR,NOT ACCEPTABLE
72118,STANDARD,NO LITTLE ROCK,AR,NOT ACCEPTABLE
72118,STANDARD,WEST MARCHE,AR,NOT ACCEPTABLE
72119,PO BOX,NORTH LITTLE ROCK,AR,PRIMARY
72119,PO BOX,N LITTLE ROCK,AR,ACCEPTABLE
72119,PO BOX,NLR,AR,NOT ACCEPTABLE
72119,PO BOX,NO LITTLE ROCK,AR,NOT ACCEPTABLE
72120,STANDARD,SHERWOOD,AR,PRIMARY
72120,STANDARD,N LITTLE ROCK,AR,ACCEPTABLE
72120,STANDARD,NORTH LITTLE ROCK,AR,ACCEPTABLE
72120,STANDARD,NLR,AR,NOT ACCEPTABLE
72120,STANDARD,NO LITTLE ROCK,AR,NOT ACCEPTABLE
72121,STANDARD,PANGBURN,AR,PRIMARY
72121,STANDARD,DAVENPORT,AR,NOT ACCEPTABLE
72121,STANDARD,DEWEY,AR,NOT ACCEPTABLE
72121,STANDARD,HICKORY FLAT,AR,NOT ACCEPTABLE
72121,STANDARD,LITTLE RED,AR,NOT ACCEPTABLE
72121,STANDARD,MCJESTER,AR,NOT ACCEPTABLE
72122,STANDARD,PARON,AR,PRIMARY
72123,PO BOX,PATTERSON,AR,PRIMARY
72124,PO BOX,NORTH LITTLE ROCK,AR,PRIMARY
72124,PO BOX,N LITTLE ROCK,AR,ACCEPTABLE
72124,PO BOX,SHERWOOD,AR,ACCEPTABLE
72124,PO BOX,NLR,AR,NOT ACCEPTABLE
72124,PO BOX,NO LITTLE ROCK,AR,NOT ACCEPTABLE
72125,STANDARD,PERRY,AR,PRIMARY
72126,STANDARD,PERRYVILLE,AR,PRIMARY
72126,STANDARD,APLIN,AR,NOT ACCEPTABLE
72126,STANDARD,CHERRY HILL,AR,NOT ACCEPTABLE
72126,STANDARD,DEBERRIE,AR,NOT ACCEPTABLE
72126,STANDARD,NIMROD,AR,NOT ACCEPTABLE
72126,STANDARD,THORNBURG,AR,NOT ACCEPTABLE
72126,STANDARD,WILLIAMS JUNCTION,AR,NOT ACCEPTABLE
72127,STANDARD,PLUMERVILLE,AR,PRIMARY
72127,STANDARD,HILL CREEK,AR,NOT ACCEPTABLE
72128,STANDARD,POYEN,AR,PRIMARY
72129,STANDARD,PRATTSVILLE,AR,PRIMARY
72129,STANDARD,BUIE,AR,NOT ACCEPTABLE
72130,STANDARD,PRIM,AR,PRIMARY
72130,STANDARD,WOODROW,AR,NOT ACCEPTABLE
72131,STANDARD,QUITMAN,AR,PRIMARY
72131,STANDARD,ENDERS,AR,NOT ACCEPTABLE
72131,STANDARD,FAIRBANKS,AR,NOT ACCEPTABLE
72131,STANDARD,PEARSON,AR,NOT ACCEPTABLE
72132,STANDARD,REDFIELD,AR,PRIMARY
72132,STANDARD,KEARNEY,AR,NOT ACCEPTABLE
72132,STANDARD,ORION,AR,NOT ACCEPTABLE
72133,PO BOX,REYDELL,AR,PRIMARY
72134,STANDARD,ROE,AR,PRIMARY
72134,STANDARD,ABERDEEN,AR,NOT ACCEPTABLE
72134,STANDARD,LOOKOUT STORE,AR,NOT ACCEPTABLE
72134,STANDARD,PRESTON FERRY,AR,NOT ACCEPTABLE
72135,STANDARD,ROLAND,AR,PRIMARY
72135,STANDARD,NATURAL STEPS,AR,NOT ACCEPTABLE
72135,STANDARD,NORTHPOINT,AR,NOT ACCEPTABLE
72135,STANDARD,PINNACLE,AR,NOT ACCEPTABLE
72136,STANDARD,ROMANCE,AR,PRIMARY
72136,STANDARD,GRAVEL HILL,AR,NOT ACCEPTABLE
72137,STANDARD,ROSE BUD,AR,PRIMARY
72137,STANDARD,SIDON,AR,NOT ACCEPTABLE
72139,PO BOX,RUSSELL,AR,PRIMARY
72140,STANDARD,SAINT CHARLES,AR,PRIMARY
72141,STANDARD,SCOTLAND,AR,PRIMARY
72142,STANDARD,SCOTT,AR,PRIMARY
72142,STANDARD,HAMITER,AR,NOT ACCEPTABLE
72142,STANDARD,KERR,AR,NOT ACCEPTABLE
72142,STANDARD,TOLTEC,AR,NOT ACCEPTABLE
72143,STANDARD,SEARCY,AR,PRIMARY
72143,STANDARD,GEORGETOWN,AR,ACCEPTABLE
72145,PO BOX,SEARCY,AR,PRIMARY
72149,UNIQUE,SEARCY,AR,PRIMARY
72149,UNIQUE,HARDING UNIVERSITY,AR,NOT ACCEPTABLE
72150,STANDARD,SHERIDAN,AR,PRIMARY
72150,STANDARD,CANE CREEK,AR,NOT ACCEPTABLE
72150,STANDARD,CENTER GROVE,AR,NOT ACCEPTABLE
72150,STANDARD,PRAGUE,AR,NOT ACCEPTABLE
72150,STANDARD,SOUTH SHERIDAN,AR,NOT ACCEPTABLE
72152,STANDARD,SHERRILL,AR,PRIMARY
72152,STANDARD,HAYWOOD,AR,NOT ACCEPTABLE
72152,STANDARD,PASTORIA,AR,NOT ACCEPTABLE
72153,STANDARD,SHIRLEY,AR,PRIMARY
72153,STANDARD,EGLANTINE,AR,NOT ACCEPTABLE
72153,STANDARD,LEXINGTON,AR,NOT ACCEPTABLE
72153,STANDARD,RUSHING,AR,NOT ACCEPTABLE
72156,STANDARD,SOLGOHACHIA,AR,PRIMARY
72156,STANDARD,ARTHUR,AR,NOT ACCEPTABLE
72156,STANDARD,CYPRESS VALLEY,AR,NOT ACCEPTABLE
72157,STANDARD,SPRINGFIELD,AR,PRIMARY
72157,STANDARD,BIRD TOWN,AR,NOT ACCEPTABLE
72157,STANDARD,MALLET TOWN,AR,NOT ACCEPTABLE
72158,PO BOX,BENTON,AR,PRIMARY
72160,STANDARD,STUTTGART,AR,PRIMARY
72160,STANDARD,BAYOU METO,AR,NOT ACCEPTABLE
72160,STANDARD,BRUMMITT,AR,NOT ACCEPTABLE
72160,STANDARD,FARELLY LAKE,AR,NOT ACCEPTABLE
72160,STANDARD,LODGE CORNER,AR,NOT ACCEPTABLE
72160,STANDARD,ONE HORSE STORE,AR,NOT ACCEPTABLE
72160,STANDARD,SLOVAC,AR,NOT ACCEPTABLE
72164,PO BOX,SWEET HOME,AR,PRIMARY
72165,STANDARD,THIDA,AR,PRIMARY
72166,STANDARD,TICHNOR,AR,PRIMARY
72166,STANDARD,NADY,AR,NOT ACCEPTABLE
72167,STANDARD,TRASKWOOD,AR,PRIMARY
72167,STANDARD,FENTER,AR,NOT ACCEPTABLE
72168,STANDARD,TUCKER,AR,PRIMARY
72169,PO BOX,TUPELO,AR,PRIMARY
72170,PO BOX,ULM,AR,PRIMARY
72173,STANDARD,VILONIA,AR,PRIMARY
72173,STANDARD,HOLLAND,AR,ACCEPTABLE
72173,STANDARD,NAYLOR,AR,NOT ACCEPTABLE
72173,STANDARD,OTTO,AR,NOT ACCEPTABLE
72175,STANDARD,WABBASEKA,AR,PRIMARY
72176,STANDARD,WARD,AR,PRIMARY
72176,STANDARD,BUTLERVILLE,AR,NOT ACCEPTABLE
72176,STANDARD,SYLVANIA,AR,NOT ACCEPTABLE
72178,PO BOX,WEST POINT,AR,PRIMARY
72179,STANDARD,WILBURN,AR,PRIMARY
72179,STANDARD,HIRAM,AR,NOT ACCEPTABLE
72180,PO BOX,WOODSON,AR,PRIMARY
72181,STANDARD,WOOSTER,AR,PRIMARY
72182,PO BOX,WRIGHT,AR,PRIMARY
72182,PO BOX,PLUM BAYOU,AR,NOT ACCEPTABLE
72183,PO BOX,WRIGHTSVILLE,AR,PRIMARY
72183,PO BOX,TAFTON,AR,NOT ACCEPTABLE
72183,PO BOX,TAFTON-WRIGHTVILLE,AR,NOT ACCEPTABLE
72189,UNIQUE,AMERICAN GREETING CARD,AR,NOT ACCEPTABLE
72189,UNIQUE,MC CRORY,AR,PRIMARY
72190,PO BOX,NORTH LITTLE ROCK,AR,PRIMARY
72190,PO BOX,N LITTLE ROCK,AR,ACCEPTABLE
72190,PO BOX,NLR,AR,NOT ACCEPTABLE
72190,PO BOX,NO LITTLE ROCK,AR,NOT ACCEPTABLE
72198,STANDARD,N LITTLE ROCK,AR,ACCEPTABLE
72198,STANDARD,SCHOLASTIC PARCELS,AR,ACCEPTABLE
72198,STANDARD,NORTH LITTLE ROCK,AR,PRIMARY
72199,UNIQUE,NORTH LITTLE ROCK,AR,PRIMARY
72199,UNIQUE,CAMP ROBINSON,AR,ACCEPTABLE
72199,UNIQUE,N LITTLE ROCK,AR,ACCEPTABLE
72199,UNIQUE,NLR,AR,ACCEPTABLE
72199,UNIQUE,NO LITTLE ROCK,AR,ACCEPTABLE
72201,STANDARD,LITTLE ROCK,AR,PRIMARY
72202,STANDARD,LITTLE ROCK,AR,PRIMARY
72203,PO BOX,LITTLE ROCK,AR,PRIMARY
72204,STANDARD,LITTLE ROCK,AR,PRIMARY
72205,STANDARD,LITTLE ROCK,AR,PRIMARY
72206,STANDARD,LITTLE ROCK,AR,PRIMARY
72207,STANDARD,LITTLE ROCK,AR,PRIMARY
72207,STANDARD,CAMMACK VILLAGE,AR,ACCEPTABLE
72207,STANDARD,CAMMACK VLG,AR,ACCEPTABLE
72209,STANDARD,LITTLE ROCK,AR,PRIMARY
72210,STANDARD,LITTLE ROCK,AR,PRIMARY
72211,STANDARD,LITTLE ROCK,AR,PRIMARY
72212,STANDARD,LITTLE ROCK,AR,PRIMARY
72214,PO BOX,LITTLE ROCK,AR,PRIMARY
72215,PO BOX,LITTLE ROCK,AR,PRIMARY
72216,PO BOX,LITTLE ROCK,AR,PRIMARY
72217,PO BOX,LITTLE ROCK,AR,PRIMARY
72219,PO BOX,LITTLE ROCK,AR,PRIMARY
72221,PO BOX,LITTLE ROCK,AR,PRIMARY
72222,PO BOX,LITTLE ROCK,AR,PRIMARY
72223,STANDARD,LITTLE ROCK,AR,PRIMARY
72225,PO BOX,LITTLE ROCK,AR,PRIMARY
72227,STANDARD,LITTLE ROCK,AR,PRIMARY
72231,PO BOX,LITTLE ROCK,AR,PRIMARY
72231,PO BOX,N LITTLE ROCK,AR,NOT ACCEPTABLE
72231,PO BOX,NLR,AR,NOT ACCEPTABLE
72231,PO BOX,NORTH LITTLE ROCK,AR,NOT ACCEPTABLE
72260,PO BOX,LITTLE ROCK,AR,PRIMARY
72295,PO BOX,LITTLE ROCK,AR,PRIMARY
72301,STANDARD,WEST MEMPHIS,AR,PRIMARY
72303,PO BOX,WEST MEMPHIS,AR,PRIMARY
72310,PO BOX,ARMOREL,AR,PRIMARY
72311,PO BOX,AUBREY,AR,PRIMARY
72312,PO BOX,BARTON,AR,PRIMARY
72313,PO BOX,BASSETT,AR,PRIMARY
72315,STANDARD,BLYTHEVILLE,AR,PRIMARY
72315,STANDARD,GOSNELL,AR,ACCEPTABLE
72316,PO BOX,BLYTHEVILLE,AR,PRIMARY
72319,PO BOX,GOSNELL,AR,PRIMARY
72319,PO BOX,BLYTHEVILLE,AR,ACCEPTABLE
72320,STANDARD,BRICKEYS,AR,PRIMARY
72321,PO BOX,BURDETTE,AR,PRIMARY
72321,PO BOX,TUKERTOWN,AR,NOT ACCEPTABLE
72322,PO BOX,CALDWELL,AR,PRIMARY
72324,STANDARD,CHERRY VALLEY,AR,PRIMARY
72324,STANDARD,BIRDEYE,AR,ACCEPTABLE
72325,PO BOX,CLARKEDALE,AR,PRIMARY
72326,STANDARD,COLT,AR,PRIMARY
72327,STANDARD,CRAWFORDSVILLE,AR,PRIMARY
72327,STANDARD,CRAWFORDSVLLE,AR,ACCEPTABLE
72327,STANDARD,JERICHO,AR,NOT ACCEPTABLE
72328,PO BOX,CRUMROD,AR,PRIMARY
72329,PO BOX,DRIVER,AR,PRIMARY
72330,STANDARD,DYESS,AR,PRIMARY
72331,STANDARD,EARLE,AR,PRIMARY
72331,STANDARD,TWIST,AR,ACCEPTABLE
72332,PO BOX,EDMONDSON,AR,PRIMARY
72333,STANDARD,ELAINE,AR,PRIMARY
72335,STANDARD,FORREST CITY,AR,PRIMARY
72336,PO BOX,FORREST CITY,AR,PRIMARY
72338,STANDARD,FRENCHMANS BAYOU,AR,PRIMARY
72338,STANDARD,FRENCHMAN BYU,AR,ACCEPTABLE
72339,PO BOX,GILMORE,AR,PRIMARY
72340,PO BOX,GOODWIN,AR,PRIMARY
72341,PO BOX,HAYNES,AR,PRIMARY
72342,STANDARD,HELENA,AR,PRIMARY
72346,STANDARD,HETH,AR,PRIMARY
72346,STANDARD,BLACKFISH,AR,NOT ACCEPTABLE
72347,STANDARD,HICKORY RIDGE,AR,PRIMARY
72348,STANDARD,HUGHES,AR,PRIMARY
72348,STANDARD,HORSESHOE LAKE,AR,ACCEPTABLE
72348,STANDARD,HORSESHOE LK,AR,ACCEPTABLE
72350,STANDARD,JOINER,AR,PRIMARY
72351,PO BOX,KEISER,AR,PRIMARY
72352,PO BOX,LA GRANGE,AR,PRIMARY
72353,PO BOX,LAMBROOK,AR,PRIMARY
72354,STANDARD,LEPANTO,AR,PRIMARY
72355,STANDARD,LEXA,AR,PRIMARY
72358,STANDARD,LUXORA,AR,PRIMARY
72358,STANDARD,TOMATO,AR,NOT ACCEPTABLE
72359,PO BOX,MADISON,AR,PRIMARY
72360,STANDARD,MARIANNA,AR,PRIMARY
72364,STANDARD,MARION,AR,PRIMARY
72365,STANDARD,MARKED TREE,AR,PRIMARY
72366,STANDARD,MARVELL,AR,PRIMARY
72367,PO BOX,MELLWOOD,AR,PRIMARY
72368,STANDARD,MORO,AR,PRIMARY
72369,PO BOX,ONEIDA,AR,PRIMARY
72370,STANDARD,OSCEOLA,AR,PRIMARY
72372,STANDARD,PALESTINE,AR,PRIMARY
72373,STANDARD,PARKIN,AR,PRIMARY
72374,STANDARD,POPLAR GROVE,AR,PRIMARY
72376,STANDARD,PROCTOR,AR,PRIMARY
72377,PO BOX,RIVERVALE,AR,PRIMARY
72379,PO BOX,SNOW LAKE,AR,PRIMARY
72383,PO BOX,TURNER,AR,PRIMARY
72384,STANDARD,TURRELL,AR,PRIMARY
72386,STANDARD,TYRONZA,AR,PRIMARY
72387,PO BOX,VANNDALE,AR,PRIMARY
72389,PO BOX,WABASH,AR,PRIMARY
72390,STANDARD,WEST HELENA,AR,PRIMARY
72391,PO BOX,WEST RIDGE,AR,PRIMARY
72392,STANDARD,WHEATLEY,AR,PRIMARY
72394,STANDARD,WIDENER,AR,PRIMARY
72394,STANDARD,ROUND POND,AR,ACCEPTABLE
72395,STANDARD,WILSON,AR,PRIMARY
72395,STANDARD,REVERIE TN,AR,NOT ACCEPTABLE
72396,STANDARD,WYNNE,AR,PRIMARY
72401,STANDARD,JONESBORO,AR,PRIMARY
72402,PO BOX,JONESBORO,AR,PRIMARY
72403,PO BOX,JONESBORO,AR,PRIMARY
72404,STANDARD,JONESBORO,AR,PRIMARY
72410,STANDARD,ALICIA,AR,PRIMARY
72411,STANDARD,BAY,AR,PRIMARY
72412,STANDARD,BEECH GROVE,AR,PRIMARY
72413,STANDARD,BIGGERS,AR,PRIMARY
72414,STANDARD,BLACK OAK,AR,PRIMARY
72415,STANDARD,BLACK ROCK,AR,PRIMARY
72416,STANDARD,BONO,AR,PRIMARY
72417,STANDARD,BROOKLAND,AR,PRIMARY
72419,STANDARD,CARAWAY,AR,PRIMARY
72421,STANDARD,CASH,AR,PRIMARY
72422,STANDARD,CORNING,AR,PRIMARY
72424,PO BOX,DATTO,AR,PRIMARY
72425,STANDARD,DELAPLAINE,AR,PRIMARY
72426,PO BOX,DELL,AR,PRIMARY
72427,PO BOX,EGYPT,AR,PRIMARY
72428,STANDARD,ETOWAH,AR,PRIMARY
72429,STANDARD,FISHER,AR,PRIMARY
72430,STANDARD,GREENWAY,AR,PRIMARY
72431,PO BOX,GRUBBS,AR,PRIMARY
72432,STANDARD,HARRISBURG,AR,PRIMARY
72433,STANDARD,HOXIE,AR,PRIMARY
72434,STANDARD,IMBODEN,AR,PRIMARY
72435,STANDARD,KNOBEL,AR,PRIMARY
72435,STANDARD,PEACH ORCHARD,AR,ACCEPTABLE
72436,STANDARD,LAFE,AR,PRIMARY
72436,STANDARD,MARMADUKE,AR,ACCEPTABLE
72437,STANDARD,LAKE CITY,AR,PRIMARY
72438,STANDARD,LEACHVILLE,AR,PRIMARY
72439,STANDARD,WALNUT RIDGE,AR,ACCEPTABLE
72439,STANDARD,LIGHT,AR,PRIMARY
72440,STANDARD,LYNN,AR,PRIMARY
72441,PO BOX,MC DOUGAL,AR,PRIMARY
72442,STANDARD,MANILA,AR,PRIMARY
72443,STANDARD,MARMADUKE,AR,PRIMARY
72444,STANDARD,MAYNARD,AR,PRIMARY
72445,PO BOX,MINTURN,AR,PRIMARY
72447,STANDARD,MONETTE,AR,PRIMARY
72449,PO BOX,O KEAN,AR,PRIMARY
72450,STANDARD,PARAGOULD,AR,PRIMARY
72451,PO BOX,PARAGOULD,AR,PRIMARY
72453,STANDARD,PEACH ORCHARD,AR,PRIMARY
72454,STANDARD,PIGGOTT,AR,PRIMARY
72455,STANDARD,POCAHONTAS,AR,PRIMARY
72456,STANDARD,POLLARD,AR,PRIMARY
72457,PO BOX,PORTIA,AR,PRIMARY
72458,STANDARD,POWHATAN,AR,PRIMARY
72459,STANDARD,RAVENDEN,AR,PRIMARY
72460,STANDARD,RAVENDEN SPRINGS,AR,PRIMARY
72460,STANDARD,RAVENDEN SPGS,AR,ACCEPTABLE
72461,STANDARD,RECTOR,AR,PRIMARY
72462,PO BOX,REYNO,AR,PRIMARY
72464,PO BOX,SAINT FRANCIS,AR,PRIMARY
72465,PO BOX,SEDGWICK,AR,PRIMARY
72466,STANDARD,SMITHVILLE,AR,PRIMARY
72467,PO BOX,STATE UNIVERSITY,AR,PRIMARY
72467,PO BOX,STATE UNIV,AR,ACCEPTABLE
72467,PO BOX,ST UNIVERSITY,AR,NOT ACCEPTABLE
72469,STANDARD,STRAWBERRY,AR,PRIMARY
72469,STANDARD,CALAMINE,AR,ACCEPTABLE
72470,STANDARD,SUCCESS,AR,PRIMARY
72471,STANDARD,SWIFTON,AR,PRIMARY
72472,STANDARD,TRUMANN,AR,PRIMARY
72473,STANDARD,TUCKERMAN,AR,PRIMARY
72474,PO BOX,WALCOTT,AR,PRIMARY
72475,PO BOX,WALDENBURG,AR,PRIMARY
72476,STANDARD,WALNUT RIDGE,AR,PRIMARY
72476,STANDARD,WILLIAMS BAPTIST COLLEGE,AR,ACCEPTABLE
72476,STANDARD,WMS COLLEGE,AR,ACCEPTABLE
72476,STANDARD,LIGHT,AR,NOT ACCEPTABLE
72478,STANDARD,WARM SPRINGS,AR,PRIMARY
72479,STANDARD,WEINER,AR,PRIMARY
72482,STANDARD,WILLIFORD,AR,PRIMARY
72501,STANDARD,BATESVILLE,AR,PRIMARY
72503,PO BOX,BATESVILLE,AR,PRIMARY
72512,STANDARD,HORSESHOE BEND,AR,PRIMARY
72512,STANDARD,FRANKLIN,AR,ACCEPTABLE
72512,STANDARD,HORSESHOE BND,AR,ACCEPTABLE
72513,STANDARD,ASH FLAT,AR,PRIMARY
72515,STANDARD,BEXAR,AR,PRIMARY
72517,STANDARD,BROCKWELL,AR,PRIMARY
72519,STANDARD,CALICO ROCK,AR,PRIMARY
72519,STANDARD,JORDAN,AR,ACCEPTABLE
72520,STANDARD,CAMP,AR,PRIMARY
72521,STANDARD,CAVE CITY,AR,PRIMARY
72522,STANDARD,CHARLOTTE,AR,PRIMARY
72523,STANDARD,CONCORD,AR,PRIMARY
72524,STANDARD,CORD,AR,PRIMARY
72525,PO BOX,CHEROKEE VILLAGE,AR,PRIMARY
72525,PO BOX,CHEROKEE VLG,AR,ACCEPTABLE
72525,PO BOX,HARDY,AR,NOT ACCEPTABLE
72526,PO BOX,CUSHMAN,AR,PRIMARY
72527,STANDARD,DESHA,AR,PRIMARY
72528,STANDARD,DOLPH,AR,PRIMARY
72529,STANDARD,CHEROKEE VILLAGE,AR,PRIMARY
72529,STANDARD,CHEROKEE VLG,AR,ACCEPTABLE
72529,STANDARD,HARDY,AR,ACCEPTABLE
72530,STANDARD,DRASCO,AR,PRIMARY
72530,STANDARD,WOLF BAYOU,AR,NOT ACCEPTABLE
72531,STANDARD,ELIZABETH,AR,PRIMARY
72532,STANDARD,EVENING SHADE,AR,PRIMARY
72533,STANDARD,FIFTY SIX,AR,PRIMARY
72533,STANDARD,MOUNTAIN VIEW,AR,ACCEPTABLE
72534,STANDARD,FLORAL,AR,PRIMARY
72536,STANDARD,FRANKLIN,AR,PRIMARY
72536,STANDARD,HORSESHOE BEND,AR,NOT ACCEPTABLE
72537,STANDARD,GAMALIEL,AR,PRIMARY
72538,STANDARD,GEPP,AR,PRIMARY
72539,STANDARD,GLENCOE,AR,PRIMARY
72540,STANDARD,GUION,AR,PRIMARY
72542,STANDARD,HARDY,AR,PRIMARY
72542,STANDARD,HIGHLAND,AR,ACCEPTABLE
72543,STANDARD,HEBER SPRINGS,AR,PRIMARY
72543,STANDARD,EDEN ISLE,AR,NOT ACCEPTABLE
72544,STANDARD,HENDERSON,AR,PRIMARY
72545,UNIQUE,HEBER SPRINGS,AR,PRIMARY
72545,UNIQUE,MAYS MISSION,AR,NOT ACCEPTABLE
72546,STANDARD,IDA,AR,PRIMARY
72550,STANDARD,LOCUST GROVE,AR,PRIMARY
72553,PO BOX,MAGNESS,AR,PRIMARY
72554,STANDARD,MAMMOTH SPRING,AR,PRIMARY
72554,STANDARD,MAMMOTH SPG,AR,ACCEPTABLE
72555,STANDARD,MARCELLA,AR,PRIMARY
72556,STANDARD,MELBOURNE,AR,PRIMARY
72556,STANDARD,BOSWELL,AR,ACCEPTABLE
72556,STANDARD,ZION,AR,ACCEPTABLE
72560,STANDARD,MOUNTAIN VIEW,AR,PRIMARY
72560,STANDARD,HANOVER,AR,ACCEPTABLE
72561,STANDARD,MOUNT PLEASANT,AR,PRIMARY
72561,STANDARD,MT PLEASANT,AR,ACCEPTABLE
72562,STANDARD,NEWARK,AR,PRIMARY
72564,STANDARD,OIL TROUGH,AR,PRIMARY
72565,STANDARD,OXFORD,AR,PRIMARY
72566,STANDARD,PINEVILLE,AR,PRIMARY
72567,STANDARD,PLEASANT GROVE,AR,PRIMARY
72567,STANDARD,PLEASANT GRV,AR,ACCEPTABLE
72568,STANDARD,PLEASANT PLAINS,AR,PRIMARY
72568,STANDARD,PLEASANT PLNS,AR,ACCEPTABLE
72569,STANDARD,POUGHKEEPSIE,AR,PRIMARY
72571,STANDARD,ROSIE,AR,PRIMARY
72572,STANDARD,SAFFELL,AR,PRIMARY
72573,STANDARD,SAGE,AR,PRIMARY
72575,PO BOX,SALADO,AR,PRIMARY
72576,STANDARD,SALEM,AR,PRIMARY
72576,STANDARD,MOKO,AR,ACCEPTABLE
72577,STANDARD,SIDNEY,AR,PRIMARY
72578,STANDARD,STURKIE,AR,PRIMARY
72579,STANDARD,SULPHUR ROCK,AR,PRIMARY
72581,STANDARD,TUMBLING SHOALS,AR,PRIMARY
72581,STANDARD,TUMBLING SHLS,AR,ACCEPTABLE
72583,STANDARD,VIOLA,AR,PRIMARY
72584,STANDARD,VIOLET HILL,AR,PRIMARY
72584,STANDARD,LA CROSSE,AR,NOT ACCEPTABLE
72585,STANDARD,WIDEMAN,AR,PRIMARY
72585,STANDARD,FORTY FOUR,AR,NOT ACCEPTABLE
72587,STANDARD,WISEMAN,AR,PRIMARY
72601,STANDARD,HARRISON,AR,PRIMARY
72601,STANDARD,ZINC,AR,NOT ACCEPTABLE
72602,PO BOX,HARRISON,AR,PRIMARY
72611,STANDARD,ALPENA,AR,PRIMARY
72611,STANDARD,CARROLLTON,AR,NOT ACCEPTABLE
72613,PO BOX,BEAVER,AR,PRIMARY
72615,PO BOX,BERGMAN,AR,PRIMARY
72616,STANDARD,BERRYVILLE,AR,PRIMARY
72616,STANDARD,GRANDVIEW,AR,NOT ACCEPTABLE
72616,STANDARD,METALTON,AR,NOT ACCEPTABLE
72616,STANDARD,RUDD,AR,NOT ACCEPTABLE
72616,STANDARD,URBANETTE,AR,NOT ACCEPTABLE
72617,STANDARD,BIG FLAT,AR,PRIMARY
72617,STANDARD,HARRIET,AR,ACCEPTABLE
72619,STANDARD,BULL SHOALS,AR,PRIMARY
72623,STANDARD,CLARKRIDGE,AR,PRIMARY
72624,STANDARD,COMPTON,AR,PRIMARY
72626,STANDARD,COTTER,AR,PRIMARY
72628,STANDARD,DEER,AR,PRIMARY
72628,STANDARD,LIMESTONE,AR,NOT ACCEPTABLE
72628,STANDARD,NAIL,AR,NOT ACCEPTABLE
72628,STANDARD,WAYTON,AR,NOT ACCEPTABLE
72629,STANDARD,DENNARD,AR,PRIMARY
72630,PO BOX,DIAMOND CITY,AR,PRIMARY
72630,PO BOX,LEAD HILL,AR,NOT ACCEPTABLE
72631,STANDARD,EUREKA SPRINGS,AR,PRIMARY
72631,STANDARD,BUSCH,AR,ACCEPTABLE
72631,STANDARD,EUREKA SPGS,AR,ACCEPTABLE
72631,STANDARD,HOLIDAY ISLAND,AR,ACCEPTABLE
72631,STANDARD,HOLIDAY ISLE,AR,ACCEPTABLE
72632,STANDARD,EUREKA SPRINGS,AR,PRIMARY
72632,STANDARD,EUREKA SPGS,AR,ACCEPTABLE
72632,STANDARD,ELK RANCH,AR,NOT ACCEPTABLE
72632,STANDARD,EUREKA,AR,NOT ACCEPTABLE
